Actual question number,Question number,AI answer,Correct answer,Mark,Shortcoming
sta-1-g,120,"**g)** We know that \(\frac{n\theta}{2}-\frac{1}{n^{2}}>\chi^{2}(x)\).

Under \(H_{s}\cdot t^{2}=0\), we have \(\frac{n\theta}{2}-\chi^{2}(x)\).

We reject \(H_{s}\) if \(\frac{n}{2}>\chi^{2}_{k,s-s}\), where \(\chi^{2}_{k,s-s}\) is the \((1-\alpha)\)-quantile of the \(\chi^{2}(x)\) distribution.

Therefore, the MAP or class test is to reject \(H_{s}\) if \(T>0,\chi^{2}_{k,s-s}\).

The threshold constraint is \(t^{2}=\theta_{k}\chi^{2}_{k,s-s}\).

The uniformly most powerful or class test \(g^{*}\) is:

\[g^{*}(x_{1},\ldots,x_{n})=\left\{\begin{array}{ll}1&\mbox{if $\sum_{i=1}^{n}(\log x_{i })^{2}>0,\chi^{2}_{k,s-s}$}\\ 0&\mbox{if $\sum_{i=1}^{n}(\log x_{i})^{2}\leq 0,\chi^{2}_{k,s-s}$}\end{array}\right.\]","**g)** To determine the threshold constant, we observe that we need to ""exhaust"" the level at the borderline value \(\theta_0\) hence \( P_\theta(T > k) = \alpha \) must hold. First we note that from a) we have \( Y_i/\sqrt{\theta} \sim N(0, 1) \) which implies that \(\sum_{i=1}^n Y_i^2/\theta \sim \chi^2_\alpha\). Now we have to ""exhaust the level"":

\[P_\theta(\sum_{i=1}^n(\log(X_i))^2 > k) = P_\theta(\sum_{i=1}^n Y_i^2/\theta_0 > k/\theta_0) = P(\chi^2_\alpha > k/\theta_0) = \alpha.\]

Hence \( k/\theta_0 = \chi^2_\alpha \), where \(\chi^2_\alpha\) is the upper \(\alpha \times 100\%\) point of the \(\chi^2_\alpha\) distribution. The threshold constant (and in this way) the test is completely determined: \( k = \theta_0 \times \chi^2_\alpha \).",2,1.notationally incorrect  2.does not clearly explain the threshold determination
sta-2-a,121,"a) The likelihood function is given by \[L(X,\theta)=\prod_{i=1}^{n}f(x_{i},\theta)=\begin{cases}\frac{1}{\theta^{n}}&\text{if }0<x_{i}<\theta\text{ for all }i\\ 0&\text{otherwise}\end{cases}\]

The condition \(0<x_{i}<\theta\) for all \(i\) is equivalent to \(0<x_{(n)}<\theta\).

Thus,

\[L(X,\theta)=\begin{cases}\frac{1}{\theta^{n}}&\text{if }x_{(n)}<\theta\\ 0&\text{otherwise}\end{cases}\]

Let \(\theta_{1}<\theta_{2}\). Then the likelihood ratio is

\[\frac{L(X,\theta_{2})}{L(X,\theta_{1})}=\frac{\theta_{1}^{n}}{\theta_{2}^{n}} \text{ if }x_{(n)}<\theta_{1}\]

and \(0\) if \(x_{(n)}>\theta_{2}\), and undefined if \(\theta_{1}<x_{(n)}<\theta_{2}\).

If \(x_{(n)}<\theta_{1}\), then \(\frac{L(X,\theta_{1})}{L(X,\theta_{1})}=\left(\frac{\theta_{1}}{\theta_{2}}\right)^{n}\) which is a constant.

If \(x_{(n)}>\theta_{2}\), then \(\frac{L(X,\theta_{2})}{L(X,\theta_{1})}=\frac{n}{\theta}\) which is undefined.

If \(\theta_{1}<x_{(n)}<\theta_{2}\), then \(\frac{L(X,\theta_{2})}{L(X,\theta_{1})}=\frac{1/\theta_{2}^{n}}{\theta}=\infty\).

Thus, for \(x_{(n)}<\theta_{1}<\theta_{2}\), the likelihood ratio is constant, and for \(x_{(n)}>\theta_{1}\), the likelihood ratio is an increasing function of \(x_{(n)}\).

Therefore, the family \(\{L(X,\theta)\}\), \(\theta>0\) has a monotone likelihood ratio in \(X_{(n)}\).","a) We have \(L(\mathbf{X},\theta)=\frac{1}{d^{n}}I_{(0,\theta)}(x_{(n)})\). Choose \(0<\theta^{\prime}<\theta^{\prime\prime}\) and consider the Likelihood ratio

\[\frac{L(\mathbf{X},\theta^{\prime\prime})}{L(\mathbf{X},\theta^{\prime})}=\left (\frac{\theta^{\prime}}{\theta^{\prime\prime}}\right)^{n}\frac{I_{(0,\theta^{\prime\prime})}(x_{(n)})}{I_{(0,\theta^{\prime})}(x_{(n)})}.\]

Analyzing this ratio as a function of \(X_{(n)}\in(0,\infty)\) we see that it is:

* *is equal to \(\left(\frac{\theta^{\prime}}{\theta^{\prime\prime}}\right)^{n}>0\) when \(0<X_{(n)}<\theta^{\prime}\)

* *is equal to \(\infty\) when \(X_{(n)}\in[\theta^{\prime},\theta^{\prime\prime})\)

* *not defined when \(X_{(n)}\geq\theta^{\prime\prime}\)

Hence, in the area where it is defined \(((0,\theta^{\prime\prime}))\) this ratio is non-decreasing as a function of \(X_{(n)}\) and we have a MLR property in \(X_{(n)}\).",4,1.less detailed 2.less precise
sta-2-b,122,"b) Since the family has a monotone likelihood ratio in \(X_{(n)}\), the UMP test is of the form: reject \(H_{0}\) if \(X_{(n)}>c\).

The size of the test is \(\alpha=P_{\theta=3}(X_{(n)}>c)\).

The CDF of \(X_{(n)}\) is \(F_{X_{(n)}}(x)=P(X_{(n)}\leq x)=P(X_{1}\leq x,...,X_{n}\leq x)=\prod_{i=1}^{n}P (X_{i}\leq x)=(x/\theta)^{n}\) for \(0\leq x\leq\theta\).

Then \(P_{\theta=3}(X_{(n)}>c)=1-P_{\theta=3}(X_{(n)}\leq c)=1-(c/3)^{n}\).

We want \(1-(c/3)^{n}=\alpha\), so \((c/3)^{n}=1-\alpha\), and \(c=3(1-\alpha)^{1/n}\).

The UMP test is to reject \(H_{0}\) if \(X_{(n)}>3(1-\alpha)^{1/n}\).","b) In a) we have shown MLR ratio in the statistic \(X_{(n)}\). Therefore the UMP \(\alpha\)-size test \(\varphi^{*}\) exists due to the Blackwell Girshick Theorems and its structure is given by

\[\varphi^{*}(\mathbf{X})=\left\{\begin{array}{l}1\text{ if }X_{(n)}>k\\ 0\text{ if }X_{(n)}\leq k\end{array}\right.\]

To determine \(k\) we must ""exhaust"" the level \(\alpha\) at the borderline value \(\theta_{0}\). This means

\[\alpha=E_{\theta_{0}}\varphi^{*}=P_{\theta_{0}}(X_{(n)}>k)=1-P_{\theta_{0}}(X_{(n)}\leq k)=1-\left(P_{\theta_{0}}(X_{1}<k)\right)^{n}=1-(k/\theta_{0})^{n}\]

From this relation we find that \(k=\theta_{0}(1-\alpha)^{1/n}\). As \(\theta_{0}=3\) in this example, we get \(k=3(1-\alpha)^{1/n}\), and the UMP \(\alpha\)-size test is completely determined.",5,1.Theoretical Justification 2.Formal Structure
sta-2-c,123,"c) The power function is \(\pi(\theta)=P_{\theta}(X_{(n)}>3(1-\alpha)^{1/n})=1-P_{\theta}(X_{(n)}\leq 3(1-\alpha)^{1/n})=1-\left(\frac{3(1-\alpha)^{1/n}}{\theta}\right)^{n}\) for \(\theta\geq 3(1-\alpha)^{1/n}\), and \(0\) otherwise.

Sketch:

* *\(\pi(\theta)=0\) for \(\theta<3(1-\alpha)^{1/n}\).

* *\(\pi(3(1-\alpha)^{1/n})=0\).

* *\(\pi(\theta)\) is increasing in \(\theta\) for \(\theta>3(1-\alpha)^{1/n}\).

* *\(\lim_{\theta\to\infty}\pi(\theta)=1\).","c) For any fixed \(\theta>0\) the power function is given by

\[E_{\theta}\varphi^{*}=P_{\theta}(X_{(n)}>3(1-\alpha)^{1/n})=\int_{3(1-\alpha)^{1/n}}^{\theta}\frac{nx^{n-1}}{\theta^{n}}dx=\left(\frac{x}{\theta}\right)^{n}[\delta_{|(1-\alpha)/n}=1-(1-\alpha)(\frac{3}{\theta})^{n}\]

when \(\theta>k=3(1-\alpha)^{1/n}\). When \(0<\theta\leq 3(1-\alpha)^{1/n}\), the power function is equal to zero. The function is sketched below.",5,1.does not show the integration step
sta-2-d,124,"d) The joint density of \(X_{(1)}\) and \(X_{(n)}\) is

\[f_{X_{(1)},X_{(n)}}(u,v)=n(n-1)\frac{1}{\theta^{n}}\left(\frac{v-u}{\theta}\right)^{n-2}\text{ for }0\leq u\leq v\leq\theta\]

Let \(Y=X_{(1)}/X_{(n)}\) and \(Z=X_{(n)}\). Then \(X_{(n)}=Z\) and \(X_{(1)}=YZ\).

The Jacobian is \(|J|=|z|\).

The joint density of \(Y\) and \(Z\) is

\[f_{Y,Z}(y,z)=f_{X_{(1)},X_{(n)}}(yz,z)|z|=n(n-1)\frac{1}{\theta^{n}}\left(\frac{z -yz}{\theta}\right)^{n-2}z=n(n-1)\frac{z^{n-1}}{\theta^{n}}(1-y)^{n-2}\]

for \(0\leq y\leq 1\) and \(0\leq z\leq\theta\).

The marginal density of \(Y\) is

\[f_{Y}(y)=\int_{0}^{\theta}n(n-1)^{2}\frac{z^{n-1}}{\theta^{n}}(1-y)^{n-2}dz=n(n -1)(1-y)^{n-2}\frac{1}{\theta^{n}}\frac{\theta^{n}}{n}=(n-1)(1-y)^{n-2}\]

for \(0\leq y\leq 1\).

The marginal density of \(Z\) is

\[f_{Z}(z)=\int_{0}^{1}n(n-1)^{2}\frac{z^{n-1}}{\theta^{n}}(1-y)^{n-2}dy=n(n-1)^{2}\frac{z^{n-1}}{\theta^{n}}\left[-\frac{(1-y)^{n-1}}{n-1}\right]_{0}^{1}=n\frac {z^{n-1}}{\theta^{n}}\]

for \(0\leq z\leq\theta\).

Since \(f_{Y,Z}(y,z)=f_{Y}(y)f_{Z}(z)\), \(Y\) and \(Z\) are independent.

Therefore, \(X_{(1)}/X_{(n)}\) and \(X_{(n)}\) are independent.","d) We need to find the joint density first. Then we will be using a density transformation formula where one of the transformations is \(X_{(1)}/X_{(n)}\) and the other one is kept as \(X_{(n)}\). Note that for the uniform in \((0,\theta)\) random variable we have the density \(f_{X}(x)=\frac{1}{\theta}\) when \(x\in(0,\theta)\) (and zero else). The cdf is \(F_{X}(x)=\frac{2}{\theta}\) when \(x\in(0,\theta)\) (and it is a constant \(0\) when \(x\leq 0\) and a constant \(1\) when \(x\geq\theta\)). The joint density of \(X_{(1)},X_{(n)}\) is given by

\[f_{X_{(1)},X_{(n)}}(x,y)=\frac{n!}{0!(n-2)00}\frac{1}{\theta}\frac{1}{\theta} \left[\frac{y-x}{\theta}\right]^{n-2}=\frac{(n-1)n}{\theta^{n}}(y-x)^{n-2},0<x <y<\theta.\]

Now introduce \(U=X_{(1)}/X_{(n)},V=X_{(n)}.\) Then \(X_{(1)}=UV,x_{(n)}=V\) holds. The constraints \(0<X_{(1)}<X_{(n)}<\theta\) transform into \(0<U<1<\frac{\theta}{\theta}.\) The Jacobian of the transformation \(X_{(1)}=UV,X_{(n)}=V\) is equal to V. Hence the joint density \(f_{UV}(u,v)\) is given by

\[f_{UV}(u,v)=f_{X_{(1)},X_{(n)}}(uv,v)\times v=\frac{(n-1)n}{\theta^{n}}(v-uv)^{n-2}v=\frac{(n-1)n}{\theta^{n}}v^{n-1}(1-u)^{n-2},0<u<1,0<v<\theta.\]

Now, the marginal density of \(V=X_{(n)}\) is of course \(f_{V}(v)=\frac{d}{dv}F_{V}(v)=\frac{d}{dv}(v/\theta)^{n}=\frac{mv^{n-1}}{\theta^{n}}.\) Hence we have that the conditional density

\[f_{UV}(u\mid v)=f_{UV}(u,v)/f_{V}(v)=(n-1)(1-u)^{n-2},0<u<1\]

does not depend on the condition (only depends on \(u\)) which implies that \(U\) and \(V\) are independent. Alternatively, you could have calculated the marginal density of \(U\), as well. For this you integrate out the unwanted variable from the joint:

\[f_{U}(u)=\int_{0}^{\theta}\frac{(n-1)n}{\theta^{n}}v^{n-1}(1-u)^{n-2}dv=(1-u)^{n -2}\frac{(n-1)n}{\theta^{n}}\int_{0}^{\theta}v^{n-1}dv=(n-1)(1-u)^{n-2},\]

which implies that the joint density \(f_{UV}(u,v)\) is a product of the two marginals:

\[f_{UV}(u,v)=\frac{mv^{n-1}}{\theta^{n}}\times(n-1)(1-u)^{n-2}.\]

Hence \(U\) and \(V\) are independent.",5,no
sta-3-1,125,"The density function \( f(x, \theta) = (1 + \theta)x^\theta \) for \( x \in (0, 1) \) can be written as \( f(x, \theta) = e^{\theta \log(x) + \log(1 + \theta)} \). The joint density of the sample \( X = (X_1, X_2, \ldots, X_n) \) is therefore  
\[\prod_{i=1}^n f(x_i, \theta) = (1 + \theta)^n \prod_{i=1}^n x_i^\theta = \exp(\theta \sum_{i=1}^n \log(x_i) + n \log(1 + \theta)).\]
By the Factorization Theorem, \( T = \sum_{i=1}^n \log(X_i) \) is a sufficient statistic for \( \theta \). It is complete and minimal because it is a one-dimensional statistic and the density is in the exponential family.","The density \( f(x, \theta) \) belongs to the one-parameter exponential family with
\[
a(\theta) = 1 + \theta, \quad b(x) = 1, \quad c(\theta) = 0, \quad d(x) = \log(x).
\]
Hence \( T \) is complete and minimal sufficient (as it equals \( \sum_{i=1}^n \log(X_i) \)).",4,"1.the explanation for completeness and minimal sufficiency is brief 2.lacks the explicit connection to the properties of the exponential family,"
sta-3-2,126,"If \( h(\theta) = \frac{1}{1+\theta} \), the MLE of \( \theta \) is found by maximizing the likelihood function, which is equivalent to maximizing the log-likelihood. The log-likelihood is \(\log L(\theta) = n \log(1 + \theta) + \theta \sum_{i=1}^n \log(x_i)\). Taking the derivative with respect to \( \theta \) and setting it to zero gives 
\[\sum_{i=1}^n \log(x_i) = 0,\]
so
\[\hat{\theta} = -\frac{n}{\sum_{i=1}^n \log(x_i)} - 1.\]
Thus,
\[\hat{h}(\theta) = \frac{1}{1+\theta} = -\frac{1}{1-\frac{n}{\sum_{i=1}^n \log(x_i)}} = \frac{\sum_{i=1}^n \log(x_i)}{\sum_{i=1}^n \log(x_i)-n}.\]
It is known that \( E[\sum_{i=1}^n \log(X_i)] = -\frac{n}{1+\theta} \), so \( E[\hat{h}(\theta)] = -\frac{n}{1+\theta} - n \cdot \frac{n}{1+\theta} = \frac{-n}{-n(1+\theta)-n(1+\theta)} = \frac{n}{n(1+\theta)+n} = \frac{1}{1+\theta} = h(\theta) \). Thus, \( \hat{h}(\theta) \) is unbiased for \( h(\theta) \).","We first find the MLE. We have:
\[
L(\mathbf{X}, \theta) = (1 + \theta)^n \left( \prod_{i=1}^n X_i \right)^\theta
\]
\[
\log L(\mathbf{X}, \theta) = n \log(1 + \theta) + \theta \sum_{i=1}^n \log(X_i)
\]
\[
V(\mathbf{X}, \theta) = \frac{n}{1 + \theta} + \sum_{i=1}^n \log(X_i)
\]
Solving the equation of \( V(\mathbf{X}, \theta) = 0 \) gives the MLE as \( \hat{\theta} = \frac{-n}{\sum_{i=1}^n \log(X_i)} - 1 \). As \( h(\theta) = \frac{1}{1 + \theta} \), we can get the MLE \( \hat{h} \) by substituting \( \hat{\theta} \) for \( \theta \) in the formula for \( h \) (due to the invariance property of the MLE). We get then \( \hat{h} = \frac{-n}{\sum_{i=1}^n \log(X_i)} \).

We can argue about unbiasedness as follows. First we have
\[
\mathbb{E}(\log X_1) = \int_0^1 \log(x)(1 + \theta)x^\theta dx = \int_0^1 \log(x) dx^{\theta + 1}.
\]
We can integrate by parts by noticing that
\[
\lim_{x \to 0^+} \log(x)x^{\theta + 1} = 0
\]
when \( \theta > -1 \). The integration gives
\[
\mathbb{E}(\log X_1) = -\int_0^1 x^{\theta} dx = -\frac{1}{1 + \theta}.
\]
Hence
\[
\mathbb{E}h = \frac{n}{n(-\mathbb{E}(\log X))} = \frac{1}{1 + \theta}.
\]",3,1.the explanation for unbiasedness is convoluted and contains algebraic errors
sta-3-3,127,"The asymptotic distribution of \( \sqrt{n}(\hat{h} - h(\theta)) \) is \( N(0, \frac{1}{nI(\theta)}) \), where \( I(\theta) \) is the Fisher information. The Fisher information is \( I(\theta) = -E\left[ \frac{d^2}{d\theta^2} \log f(X, \theta) \right] = \frac{1}{(1+\theta)^2} \). Therefore, \( \sqrt{n}(\hat{h} - h(\theta)) \) converges in distribution to \( N(0, \frac{1}{(1+\theta)^2}) \).","Using the delta method we have asymptotic normality with a zero mean and an asymptotic variance \( h'(\theta)^2 / I_X(\theta) \). Clearly \( h'(\theta)^2 = \frac{1}{(1 + \theta)^4} \). Also:
\[
\frac{\partial^2}{\partial \theta^2} \log L(\mathbf{X}, \theta) = -\frac{n}{(1 + \theta)^2} \Rightarrow - \mathbb{E} \left( \frac{\partial^2}{\partial \theta^2} \log L(\mathbf{X}, \theta) \right) = I_X(\theta) = \frac{n}{(1 + \theta)^2}
\]
holds. Therefore
\[
\sqrt{n} (\hat{h} - h(\theta)) \xrightarrow{d} \mathcal{N}(0, \frac{1}{(1 + \theta)^2}).
\]",4,1.does not explicitly derive the second derivative of the log-likelihood
sta-3-4,128,"For the MLE of \( g(\theta_1, \theta_2) = \frac{\theta_1}{\theta_2+1} \), we have \( \hat{\theta}_1 = -\frac{n}{\sum_{i=1}^n \log(X_i)} - 1 \) and \( \hat{\theta}_2 = -\frac{n}{\sum_{i=1}^n \log(Y_i)} - 1 \). The MLE of \( g(\theta_1, \theta_2) \) is \( \hat{g}(\theta_1, \theta_2) = \frac{\hat{\theta}_1}{\theta_2+1} \). Using the delta method, the asymptotic variance is given by \( \nabla g(\theta_1, \theta_2)^T I(\theta_1, \theta_2)^{-1} \nabla g(\theta_1, \theta_2) \). We have \( \nabla g(\theta_1, \theta_2) = \left( \frac{1}{\theta_2+1}, -\frac{\theta_1}{(\theta_2+1)^2} \right)^T \) and \( I(\theta_1, \theta_2)^{-1} = \text{diag}\left( \frac{1}{nI(\theta_1)}, \frac{1}{nI(\theta_2)} \right) = \text{diag}\left( \frac{(1+\theta_1)^2}{n}, \frac{(1+\theta_2)^2}{n} \right) \). Plugging in the values, we get the asymptotic variance as 
\[\frac{1}{n} \left( \frac{(1+\theta_1)^2}{(\theta_2+1)^2} + \frac{\theta_1^2}{(\theta_2+1)^2} \right) = \frac{1}{n} \left( \frac{(1+\theta_1)^2 + \theta_1^2}{(\theta_2+1)^2} \right).\]
Simplifying, we get 
\[\frac{1}{n} \left( \frac{(1+\theta_1)^2}{(\theta_2+1)^2} + \frac{\theta_1^2}{(\theta_2+1)^2} \right) = \frac{1}{n} \left( \frac{(1+\theta_1)^2 + \theta_1^2}{(\theta_2+1)^2} \right).\]
Therefore, \( \sqrt{n}(\hat{g} - g(\theta_1, \theta_2)) \) converges in distribution to \( N\left(0, \frac{2\theta_1^2 + 2\theta_1 + 1}{(\theta_2+1)^2}\right) \).","From the lecture notes we have
\[
\sqrt{n} \left( \hat{g}(\theta_1, \theta_2) - g(\theta_1, \theta_2) \right) \xrightarrow{d} \mathcal{N} \left( 0, 
\left\{ 
\begin{pmatrix}
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_1} & \frac{\partial g(\theta_1, \theta_2)}{\partial \theta_2}
\end{pmatrix}
I^{-1}(\theta_1, \theta_2)
\begin{pmatrix}
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_1} \\
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_2}
\end{pmatrix}
\right\} \right).
\]

Now we have:
\[
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_1} = \frac{1}{1 + \theta_2}, \quad
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_2} = \frac{\theta_1 + 1}{(1 + \theta_2)^2}
\]

The \( 2 \times 2 \) information matrix is diagonal as \( X \) and \( Y \) are independent and the expected value of the score is equal to zero. In the same way like in 3.) we have \( I_X(\theta_1) = \frac{1}{(1 + \theta_1)^2} \), \( I_Y(\theta_2) = \frac{1}{(1 + \theta_2)^2} \). 

The information matrix is:
\[
I_{X,Y}(\theta_1, \theta_2) = 
\begin{pmatrix}
\frac{1}{(1 + \theta_1)^2} & 0 \\
0 & \frac{1}{(1 + \theta_2)^2}
\end{pmatrix}
\]
with an inverse
\[
[I_{X,Y}(\theta_1, \theta_2)]^{-1} = 
\begin{pmatrix}
(1 + \theta_1)^2 & 0 \\
0 & (1 + \theta_2)^2
\end{pmatrix}.
\]

Now substituting in the formula for the asymptotic variance we get
\[
\begin{pmatrix}
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_1} & \frac{\partial g(\theta_1, \theta_2)}{\partial \theta_2}
\end{pmatrix}
[I_{X,Y}(\theta_1, \theta_2)]^{-1}
\begin{pmatrix}
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_1} \\
\frac{\partial g(\theta_1, \theta_2)}{\partial \theta_2}
\end{pmatrix}
= \frac{1}{(1 + \theta_2)^2}(1 + \theta_1)^2 + \frac{(\theta_1 + 1)^2}{(1 + \theta_2)^2}
= \frac{2(\theta_1 + 1)^2}{(1 + \theta_2)^2}.
\]",2,1.misinterprets the function leading to an incorrect asymptotic variance
sta-4-1,129,"1. \textbf{Find the numerical value of } $\mathbb{E}[X_{(2)}]$.

The probability density function (PDF) for the exponential distribution is given by $f(x) = 2e^{-2x}$ for $x > 0$. The cumulative distribution function (CDF) is $F(x) = \int_0^x 2e^{-2t}dt = 1 - e^{-2x}$. The PDF of the $k$-th order statistic $X_{(k)}$ in a sample of size $n$ is given by:
\[
f_{X_{(k)}}(x) = \frac{n!}{(k-1)!(n-k)!} [F(x)]^{k-1} [1 - F(x)]^{n-k} f(x)
\]

For $X_{(2)}$ where $n = 4$ and $k = 2$, we have:
\[
f_{X_{(2)}}(x) = \frac{4!}{1!2!1!}(1 - e^{-2x})(e^{-2x})^2(2e^{-2x}) = 12(1 - e^{-2x})e^{-4x}(2e^{-2x}) = 24(e^{-6x} - e^{-8x})
\]

Now, we find the expected value:
\[
\mathbb{E}[X_{(2)}] = \int_0^\infty x f_{X_{(2)}}(x) dx = \int_0^\infty x(24e^{-6x} - 24e^{-8x}) dx = 24\left(\frac{1}{36} - \frac{1}{64}\right) = 24\left(\frac{64 - 36}{36 \times 64}\right) = 24\left(\frac{28}{36 \times 64}\right) = \frac{7}{24}
\]

Therefore, $\mathbb{E}[X_{(2)}] = \frac{7}{24} \approx 0.2917$.","\textbf{Solution:}

1) We use the formula in the lecture notes with $f_X(x) = 2e^{-2x}$, $x > 0$ and $F_X(x) = 1 - e^{-2x}$ with $n = 4$ and $r = 2$:

\[
f_{X_{(r)}, X_{(r+1)}}(y_r, y_{r+1}) = \frac{n!}{(r-1)!(n-r-1)!} [F_X(y_r)]^{r-1} \left[1 - F_X(y_{r+1})\right]^{n-r-1} f_X(y_r) f_X(y_{r+1})
\]

to obtain

\[
f_{X_{(2)}}(y_2) = \frac{4!}{(2 - 1)!(4 - 2)!} \left[1 - e^{-2y_2}\right]^1 \left[1 - \left(1 - e^{-2y_2}\right)\right]^{4 - 2} 2e^{-2y_2}
= 24(1 - e^{-2y_2})e^{-6y_2}
\]

Therefore,

\[
\mathbb{E}(X_{(2)}) = \int_0^\infty 24y_2 e^{-6y_2} dy_2 - \int_0^\infty 24y_2 e^{-8y_2} dy_2
\]

Substituting in the first integral $6y_2 = z$ and in the second integral $8y_2 = z$ leads to

\[
\mathbb{E}(X_{(2)}) = \frac{24}{36^2} \int_0^\infty z e^{-z} dz = \frac{2}{3} - \frac{3}{8} = \frac{7}{24} = 0.2917
\]

You could also obtained the latter value via numerical integration in \textbf{R Studio}.",5,no
